product,vendor,current_price,old_price,month
tea,NoFrills,16.395,17.212,2
tea,Metro,59.067,51.731,4
drink,Loblaws,8.37,14.112792955662588,1
drink,TandT,13.201,18.94379295566259,8
drink,NoFrills,75.323,74.062,2
drink,Galleria,56.023,65.241,1
drink,Walmart,11.181,16.923792955662588,1
drink,Metro,89.373,95.1157929556626,10
tea,Metro,27.731,33.47379295566259,9
tea,Metro,88.51,94.2527929556626,8
tea,Metro,68.143,73.8857929556626,1
tea,NoFrills,39.334,45.07679295566259,3
tea,Walmart,23.387,29.12979295566259,12
drink,NoFrills,8.381,14.12379295566259,6
drink,NoFrills,78.061,83.8037929556626,12
tea,Walmart,24.841,30.58379295566259,2
drink,Metro,56.044,61.786792955662584,10
drink,Walmart,59.039,64.7817929556626,10
tea,Loblaws,16.542,22.284792955662592,2
tea,TandT,33.415,39.157792955662586,12
tea,Walmart,18.365,24.10779295566259,2
tea,Walmart,42.298,48.04079295566259,12
drink,Galleria,50.66,56.402792955662584,12
drink,Galleria,61.575,67.3177929556626,11
tea,Walmart,25.618,34.393,11
drink,Galleria,70.562,76.30479295566259,3
drink,Loblaws,33.003,38.74579295566259,4
drink,Metro,48.233,53.975792955662584,5
tea,NoFrills,74.65,80.3927929556626,10
tea,Loblaws,18.215,23.95779295566259,8
drink,TandT,80.765,76.758,5
tea,Loblaws,4.202,9.944792955662589,4
tea,TandT,82.916,88.65879295566259,2
drink,Walmart,35.852,41.594792955662584,7
tea,NoFrills,80.02,85.76279295566259,3
drink,Galleria,36.588,42.33079295566259,1
tea,TandT,70.458,77.848,9
drink,NoFrills,47.117,52.859792955662584,9
drink,Metro,53.177,58.91979295566259,11
drink,Metro,68.547,74.28979295566259,5
tea,Walmart,8.254,13.996792955662588,5
tea,TandT,68.698,74.44079295566259,2
drink,NoFrills,3.821,9.56379295566259,6
drink,NoFrills,70.708,76.45079295566259,5
drink,Metro,36.756,28.129,3
tea,Metro,39.199,44.941792955662585,8
drink,Metro,3.643,9.38579295566259,5
drink,Galleria,9.078,14.82079295566259,7
drink,Loblaws,56.704,62.44679295566259,1
tea,Loblaws,58.822,64.5647929556626,7
tea,TandT,18.766,24.50879295566259,2
drink,Metro,2.41,8.15279295566259,12
drink,Metro,11.539,17.28179295566259,11
tea,NoFrills,38.582,44.32479295566259,7
tea,TandT,41.283,41.992,4
drink,NoFrills,59.682,65.4247929556626,8
tea,Loblaws,84.68,90.4227929556626,12
drink,TandT,18.112,23.85479295566259,7
tea,Walmart,41.525,47.267792955662586,1
drink,TandT,37.13,42.87279295566259,2
drink,Galleria,38.889,44.63179295566259,3
drink,TandT,52.233,49.944,6
drink,NoFrills,57.289,63.03179295566259,11
tea,TandT,71.675,77.41779295566259,1
tea,Loblaws,45.972,51.71479295566259,12
drink,Galleria,54.887,60.62979295566259,4
drink,Loblaws,61.869,58.908,8
tea,Metro,78.021,83.7637929556626,1
tea,Loblaws,6.398,12.14079295566259,1
tea,Galleria,6.892,12.63479295566259,5
drink,Galleria,75.298,82.132,10
drink,Metro,25.163,18.688,4
tea,Galleria,74.162,79.9047929556626,3
drink,NoFrills,20.943,15.915,1
tea,Walmart,6.527,12.26979295566259,9
drink,Walmart,50.157,55.89979295566258,4
tea,TandT,77.454,83.19679295566259,2
drink,TandT,4.063,9.80579295566259,4
drink,Walmart,21.426,27.16879295566259,11
drink,Loblaws,71.708,77.45079295566259,4
drink,Galleria,70.117,75.8597929556626,2
tea,Walmart,44.1,49.84279295566259,6
drink,Metro,23.669,32.818,2
tea,Metro,36.671,42.413792955662586,4
tea,Loblaws,53.226,58.968792955662586,9
drink,Metro,69.875,77.354,4
tea,TandT,64.889,70.63179295566259,4
tea,Walmart,58.987,64.72979295566259,6
drink,NoFrills,37.589,43.331792955662586,3
tea,Loblaws,71.771,77.5137929556626,4
drink,TandT,38.103,43.84579295566259,9
drink,Walmart,76.829,82.57179295566259,5
drink,NoFrills,24.08,29.82279295566259,5
drink,Galleria,70.727,76.4697929556626,12
drink,Walmart,81.31,87.0527929556626,5
drink,Loblaws,56.511,62.25379295566259,3
tea,Walmart,77.053,82.79579295566259,5
drink,Metro,32.711,38.453792955662585,4
drink,Metro,41.112,39.094,9
drink,Metro,25.682,31.42479295566259,11
drink,Walmart,89.045,94.7877929556626,12
tea,Loblaws,70.2,75.9427929556626,3
tea,Galleria,11.414,17.15679295566259,9
tea,NoFrills,26.078,31.82079295566259,4
tea,NoFrills,12.333,18.07579295566259,11
drink,Walmart,66.984,72.72679295566259,9
tea,Galleria,43.154,48.89679295566259,10
tea,Walmart,8.989,14.731792955662591,11
tea,Loblaws,42.36,48.102792955662586,9
tea,Loblaws,45.62,51.362792955662584,8
tea,TandT,13.839,19.58179295566259,7
drink,Galleria,4.74,10.482792955662589,12
tea,Metro,75.156,80.8987929556626,12
tea,Metro,72.827,78.56979295566259,12
tea,Galleria,75.98,81.7227929556626,8
tea,Galleria,73.088,78.83079295566259,3
drink,Metro,56.634,62.37679295566259,1
tea,Loblaws,74.975,80.71779295566259,6
tea,TandT,39.524,45.26679295566259,1
tea,NoFrills,33.017,33.373,8
drink,TandT,35.199,40.941792955662585,5
drink,Galleria,32.387,38.12979295566259,4
tea,Galleria,15.845,16.308,3
tea,Walmart,7.899,13.64179295566259,10
drink,NoFrills,72.34,78.0827929556626,3
tea,Loblaws,66.767,72.50979295566259,7
drink,Walmart,66.149,71.8917929556626,11
tea,NoFrills,28.312,34.05479295566259,9
tea,Walmart,61.951,67.69379295566259,6
drink,NoFrills,8.325,14.06779295566259,4
drink,NoFrills,74.318,69.383,10
tea,TandT,88.826,94.56879295566259,8
drink,Metro,69.188,74.9307929556626,9
drink,TandT,57.01,48.452,3
tea,TandT,43.813,49.55579295566259,9
drink,NoFrills,66.994,72.7367929556626,4
tea,Metro,27.135,24.65,1
tea,NoFrills,51.522,58.82,11
drink,Galleria,35.07,27.22,11
drink,Loblaws,43.894,49.636792955662585,8
drink,NoFrills,44.999,50.74179295566259,1
drink,Galleria,25.514,23.834,12
tea,Galleria,60.58,66.32279295566259,7
drink,Galleria,47.718,53.46079295566259,9
drink,TandT,32.23,37.972792955662584,6
tea,Loblaws,48.561,54.30379295566259,3
tea,Loblaws,1.859,7.60179295566259,5
tea,NoFrills,4.173,2.945,9
drink,NoFrills,30.521,36.26379295566259,11
drink,TandT,9.01,14.752792955662589,8
tea,Galleria,80.941,86.6837929556626,12
tea,TandT,48.694,54.43679295566259,7
tea,Loblaws,11.475,17.21779295566259,5
drink,TandT,70.905,76.6477929556626,6
tea,Loblaws,7.947,13.68979295566259,9
tea,Walmart,16.837,22.57979295566259,3
drink,Loblaws,17.695,23.43779295566259,10
tea,NoFrills,9.467,15.20979295566259,11
tea,Loblaws,6.532,12.27479295566259,1
tea,Walmart,81.386,87.12879295566259,10
drink,Walmart,80.712,86.4547929556626,7
tea,TandT,74.807,80.5497929556626,5
drink,NoFrills,25.557,31.29979295566259,7
drink,Loblaws,34.478,40.22079295566259,12
tea,Loblaws,15.305,21.04779295566259,10
tea,TandT,68.304,74.0467929556626,6
drink,Galleria,55.679,61.42179295566259,4
drink,Loblaws,50.312,56.054792955662585,4
drink,TandT,10.518,16.26079295566259,4
drink,NoFrills,28.93,34.67279295566259,6
drink,Galleria,15.822,21.56479295566259,1
drink,NoFrills,9.313,15.05579295566259,11
drink,Walmart,56.469,57.92,5
tea,TandT,5.947,11.68979295566259,12
drink,Walmart,22.598,28.34079295566259,7
drink,Galleria,34.703,40.44579295566259,7
drink,Galleria,11.19,16.93279295566259,10
tea,Loblaws,52.515,58.25779295566259,4
drink,Metro,16.519,19.341,9
drink,TandT,41.563,47.30579295566259,6
drink,NoFrills,86.662,92.4047929556626,7
drink,Galleria,47.823,53.56579295566259,6
tea,Walmart,32.667,38.40979295566259,4
drink,TandT,88.772,94.5147929556626,2
tea,Galleria,59.365,65.10779295566259,5
drink,NoFrills,48.589,54.331792955662586,7
tea,Walmart,85.433,91.1757929556626,12
drink,Metro,36.052,41.79479295566259,12
drink,Walmart,40.036,45.77879295566259,5
tea,NoFrills,76.813,82.5557929556626,4
tea,Walmart,39.92,45.66279295566259,6
drink,Galleria,16.169,21.91179295566259,9
drink,Galleria,54.637,60.37979295566259,2
tea,Metro,55.233,60.975792955662584,5
tea,Metro,71.017,76.75979295566259,4
tea,Galleria,44.516,50.258792955662585,10
tea,Metro,41.532,47.27479295566258,12
drink,Walmart,66.33,73.768,6
tea,Loblaws,18.355,27.894,6
tea,TandT,64.807,70.5497929556626,9
tea,Galleria,12.276,18.01879295566259,7
tea,TandT,55.494,61.23679295566259,9
drink,Metro,88.387,94.1297929556626,9
drink,Galleria,28.466,25.016,3
drink,Galleria,21.459,27.20179295566259,12
drink,Walmart,5.333,11.075792955662589,9
tea,NoFrills,45.088,50.83079295566259,5
drink,NoFrills,25.805,31.54779295566259,7
drink,Galleria,77.267,70.976,7
drink,Walmart,87.533,93.2757929556626,6
tea,Metro,35.279,41.02179295566259,11
drink,NoFrills,87.526,93.26879295566259,7
tea,TandT,30.212,23.232,4
tea,NoFrills,30.531,36.273792955662586,3
drink,Galleria,11.627,17.36979295566259,10
tea,Galleria,54.177,59.91979295566259,5
drink,Galleria,47.333,53.075792955662585,8
drink,Loblaws,32.05,37.792792955662584,1
drink,TandT,0.573,6.315792955662589,8
drink,TandT,73.96,79.70279295566259,6
tea,NoFrills,63.526,69.26879295566259,7
tea,Metro,13.932,19.67479295566259,11
drink,Loblaws,72.416,64.885,6
tea,Galleria,87.101,92.8437929556626,7
drink,TandT,88.5,94.2427929556626,9
tea,Walmart,2.548,8.290792955662589,2
tea,Loblaws,79.99,85.73279295566259,9
tea,Metro,53.431,59.173792955662584,1
drink,Walmart,26.552,32.29479295566259,6
tea,Metro,43.411,49.15379295566259,5
drink,TandT,16.268,22.01079295566259,1
tea,Metro,30.452,38.127,6
drink,Walmart,78.844,84.58679295566259,12
drink,Galleria,67.516,73.2587929556626,3
tea,NoFrills,64.292,67.868,11
drink,Galleria,20.098,25.84079295566259,4
tea,Loblaws,66.255,71.99779295566259,5
drink,NoFrills,87.732,93.4747929556626,6
drink,TandT,76.88,82.62279295566259,4
tea,Galleria,88.812,94.55479295566259,11
tea,Walmart,73.147,78.8897929556626,10
drink,Loblaws,55.059,52.377,11
tea,TandT,28.641,29.466,6
drink,NoFrills,27.629,27.029,6
drink,Metro,32.943,38.685792955662585,7
drink,Loblaws,17.466,23.20879295566259,3
tea,Galleria,80.549,86.2917929556626,10
tea,TandT,56.421,62.163792955662586,5
drink,TandT,52.364,58.106792955662584,6
drink,Galleria,82.487,88.22979295566259,3
tea,Metro,44.801,50.54379295566259,5
tea,NoFrills,43.049,44.213,5
drink,NoFrills,86.892,92.63479295566259,9
tea,Loblaws,18.568,23.231,5
drink,Loblaws,50.193,55.935792955662585,3
drink,NoFrills,81.872,87.6147929556626,6
tea,Loblaws,83.319,89.0617929556626,11
drink,TandT,59.111,64.85379295566258,10
drink,NoFrills,13.698,19.44079295566259,8
tea,Loblaws,21.419,27.16179295566259,2
tea,Galleria,17.387,23.12979295566259,11
tea,Metro,61.439,65.99,3
drink,NoFrills,74.219,79.96179295566259,1
tea,NoFrills,24.499,24.672,7
tea,Loblaws,14.62,20.362792955662588,2
tea,NoFrills,29.026,34.76879295566259,7
tea,Walmart,67.283,73.0257929556626,2
tea,Loblaws,29.361,35.10379295566259,4
tea,Walmart,60.483,66.22579295566258,11
tea,Metro,52.285,52.246,2
tea,Metro,25.11,30.85279295566259,6
drink,Metro,30.492,36.23479295566259,6
tea,Metro,5.924,11.66679295566259,6
drink,TandT,37.221,42.96379295566258,9
tea,Metro,66.408,72.1507929556626,3
drink,Metro,10.296,16.03879295566259,5
tea,Metro,27.727,33.46979295566259,11
tea,Walmart,5.955,14.241,7
drink,Metro,5.038,10.78079295566259,10
tea,Walmart,25.643,31.38579295566259,1
tea,Loblaws,46.262,39.337,8
drink,NoFrills,36.911,42.65379295566259,10
drink,TandT,11.123,13.095,1
tea,Galleria,73.041,78.78379295566259,7
drink,NoFrills,80.251,85.9937929556626,12
tea,Galleria,39.441,33.98,6
tea,TandT,63.355,69.09779295566258,9
tea,Walmart,49.414,55.15679295566259,2
drink,Metro,3.917,9.659792955662589,2
drink,Walmart,2.217,6.802,3
drink,Walmart,27.581,33.32379295566259,3
drink,Walmart,74.254,79.9967929556626,8
tea,Galleria,86.305,92.0477929556626,1
tea,TandT,50.261,58.29,1
tea,NoFrills,9.558,15.30079295566259,5
tea,Metro,44.797,50.539792955662584,9
tea,Walmart,14.931,20.673792955662588,10
tea,Metro,3.26,9.002792955662589,1
tea,NoFrills,83.772,85.465,7
tea,Galleria,24.251,29.99379295566259,2
tea,Loblaws,88.562,94.30479295566259,10
tea,Loblaws,71.255,76.99779295566259,7
drink,NoFrills,58.519,64.26179295566259,3
drink,Loblaws,54.899,60.64179295566259,12
tea,Loblaws,77.398,77.853,5
drink,NoFrills,52.767,58.50979295566259,9
tea,Walmart,59.66,65.40279295566259,8
drink,Loblaws,78.114,83.8567929556626,3
tea,Walmart,50.265,56.00779295566259,6
drink,Metro,28.418,23.053,8
tea,NoFrills,50.874,54.497,4
tea,NoFrills,42.445,48.18779295566259,2
drink,NoFrills,11.1,16.84279295566259,9
tea,Galleria,18.977,24.71979295566259,6
drink,TandT,3.714,9.45679295566259,4
tea,Loblaws,55.619,61.36179295566259,3
tea,Metro,41.411,47.15379295566259,4
tea,Walmart,48.946,54.688792955662585,10
tea,TandT,64.958,70.70079295566259,4
drink,TandT,49.285,41.55,7
drink,Walmart,55.488,61.23079295566259,12
tea,Loblaws,47.425,47.72,11
drink,Metro,42.431,48.173792955662584,8
tea,Galleria,76.791,82.53379295566259,7
tea,Galleria,1.207,6.9497929556625895,12
drink,TandT,31.509,37.25179295566259,4
drink,NoFrills,35.304,41.04679295566259,9
tea,TandT,34.68,40.42279295566259,12
drink,Loblaws,17.936,13.906,6
tea,Loblaws,62.833,68.57579295566259,11
drink,NoFrills,36.045,41.78779295566259,12
tea,TandT,12.032,19.84,2
drink,Galleria,19.813,25.55579295566259,2
tea,Metro,13.011,18.75379295566259,6
drink,Metro,21.101,26.84379295566259,9
tea,Loblaws,38.524,44.26679295566259,3
drink,Metro,73.967,79.70979295566259,1
tea,Galleria,55.304,61.04679295566259,8
drink,TandT,1.584,7.32679295566259,7
drink,Loblaws,41.75,47.49279295566259,2
drink,NoFrills,34.675,40.417792955662584,5
drink,Loblaws,0.661,6.40379295566259,8
drink,Galleria,41.004,46.746792955662585,4
tea,Metro,6.924,12.66679295566259,1
drink,Metro,48.574,54.316792955662585,5
drink,Galleria,15.32,21.06279295566259,7
drink,Walmart,76.961,82.70379295566259,11
tea,NoFrills,4.806,10.54879295566259,7
tea,Galleria,25.29,31.03279295566259,9
tea,Loblaws,76.615,82.35779295566259,4
drink,TandT,35.357,41.099792955662586,7
tea,Walmart,70.045,75.7877929556626,9
drink,Galleria,41.594,47.33679295566259,9
tea,Galleria,27.259,33.00179295566259,10
drink,NoFrills,82.407,88.14979295566259,2
tea,TandT,58.307,64.0497929556626,8
drink,Loblaws,50.652,56.39479295566259,4
tea,Walmart,85.883,91.62579295566259,9
drink,TandT,0.782,7.97,11
drink,Loblaws,34.889,40.63179295566259,3
drink,Loblaws,50.303,56.045792955662584,8
drink,Loblaws,31.349,21.857,2
tea,NoFrills,49.055,54.79779295566259,1
drink,Galleria,89.876,95.6187929556626,12
tea,Galleria,82.621,88.36379295566259,4
tea,Galleria,40.511,46.25379295566259,5
drink,Galleria,76.933,82.6757929556626,3
tea,NoFrills,27.704,24.779,10
tea,Metro,70.548,76.2907929556626,2
drink,Loblaws,16.75,22.49279295566259,9
tea,Loblaws,15.265,21.00779295566259,5
tea,TandT,51.729,57.471792955662586,9
tea,Metro,14.634,20.37679295566259,9
drink,Galleria,79.398,85.14079295566259,4
tea,Walmart,17.451,23.19379295566259,11
tea,TandT,50.816,56.55879295566259,3
drink,TandT,28.963,34.70579295566259,9
drink,NoFrills,76.611,82.3537929556626,10
drink,NoFrills,31.057,36.219,7
drink,Metro,82.83,88.57279295566259,1
tea,Galleria,15.333,21.07579295566259,10
tea,Walmart,56.371,62.11379295566259,8
tea,NoFrills,37.92,43.66279295566259,1
drink,Loblaws,14.415,20.15779295566259,10
drink,Walmart,36.121,41.86379295566259,1
tea,NoFrills,87.633,93.37579295566259,9
tea,Galleria,75.771,81.5137929556626,7
drink,TandT,1.744,7.486792955662589,9
drink,Galleria,84.885,90.6277929556626,2
tea,NoFrills,12,17.74279295566259,6
drink,Galleria,37.492,43.234792955662584,8
drink,Walmart,25.911,31.653792955662592,3
tea,TandT,73.314,79.05679295566259,11
tea,Galleria,54.878,46.389,6
tea,Metro,19.857,25.59979295566259,2
drink,Galleria,11.866,17.60879295566259,9
drink,NoFrills,7.8,13.54279295566259,4
drink,Loblaws,75.46,68.855,11
tea,Galleria,78.259,84.0017929556626,9
drink,Metro,34.187,39.929792955662585,6
drink,NoFrills,40.325,46.06779295566259,11
drink,Walmart,59.408,65.1507929556626,7
tea,Loblaws,30.262,36.00479295566259,12
tea,Loblaws,6.043,11.78579295566259,1
drink,TandT,40.94,46.682792955662585,8
drink,NoFrills,38.267,44.00979295566259,12
tea,Loblaws,89.84,95.5827929556626,3
tea,Loblaws,39.796,45.538792955662586,8
tea,NoFrills,27.795,33.53779295566259,10
drink,NoFrills,46.737,52.47979295566259,4
drink,Galleria,82.46,88.20279295566259,12
tea,Walmart,37.476,43.218792955662586,10
tea,TandT,59.604,68.18,1
tea,Galleria,61.582,67.32479295566259,12
drink,Walmart,89.13,94.87279295566259,10
drink,Loblaws,55.561,61.867,8
drink,NoFrills,18.121,15.38,6
tea,Walmart,52.629,58.371792955662585,3
drink,NoFrills,27.355,33.09779295566259,8
tea,Loblaws,10.515,15.89,6
drink,Walmart,22.155,27.89779295566259,7
tea,NoFrills,17.822,23.56479295566259,10
tea,TandT,51.992,57.734792955662584,9
tea,TandT,11.447,17.18979295566259,11
tea,NoFrills,28.725,34.46779295566259,1
drink,Metro,4.675,10.41779295566259,11
drink,Galleria,18.836,24.57879295566259,3
drink,Galleria,62.535,68.27779295566259,5
drink,Loblaws,59.722,65.46479295566259,11
drink,Galleria,77.699,83.44179295566259,5
tea,Walmart,84.27,85.285,6
drink,Loblaws,80.829,86.57179295566259,1
tea,Galleria,46.626,43.879,6
tea,Walmart,86.722,84.871,6
tea,Galleria,77.615,83.35779295566259,6
tea,Metro,24.499,30.24179295566259,12
drink,Loblaws,59.302,54.272,9
tea,Metro,83.733,89.4757929556626,6
tea,TandT,30.551,36.29379295566259,10
tea,Loblaws,59.491,65.2337929556626,12
drink,Loblaws,58.152,63.89479295566259,11
tea,Walmart,31.112,36.85479295566259,12
drink,TandT,77.794,83.53679295566259,10
tea,Walmart,48.909,54.651792955662586,10
tea,Loblaws,12.714,18.45679295566259,10
drink,Walmart,59.782,65.52479295566259,10
tea,TandT,32.153,37.895792955662586,9
tea,TandT,59.221,58.26,4
tea,Metro,41.328,47.569,2
tea,Metro,75.208,80.95079295566259,3
drink,Loblaws,84.507,90.2497929556626,1
tea,NoFrills,77.815,83.55779295566259,2
tea,Metro,20.252,25.99479295566259,9
tea,Loblaws,89.661,95.4037929556626,12
tea,TandT,63.175,68.91779295566259,1
drink,Metro,42.231,47.97379295566259,10
tea,TandT,17.867,23.60979295566259,11
drink,Galleria,16.157,21.89979295566259,2
drink,TandT,48.852,51.785,8
drink,NoFrills,1.444,7.18679295566259,8
drink,Loblaws,56.584,62.32679295566259,6
drink,NoFrills,79.161,84.9037929556626,6
tea,Galleria,27.645,33.38779295566259,11
drink,Walmart,74.898,82.083,5
tea,Metro,46.628,52.37079295566259,9
drink,TandT,9.543,15.28579295566259,12
drink,TandT,8.128,13.87079295566259,1
drink,NoFrills,24.256,15.635,2
drink,TandT,79.46,85.20279295566259,10
tea,TandT,59.548,65.2907929556626,6
tea,Loblaws,60.503,66.2457929556626,8
tea,Walmart,86.85,92.59279295566259,9
drink,Walmart,16.339,17.417,9
tea,Metro,12.741,18.48379295566259,9
tea,TandT,45.052,50.79479295566259,5
tea,Walmart,34.654,40.39679295566259,2
tea,TandT,30.807,36.54979295566259,10
tea,Walmart,13.257,18.99979295566259,8
drink,Walmart,20.265,26.00779295566259,8
tea,Walmart,81.426,87.1687929556626,11
drink,TandT,7.519,13.261792955662589,4
tea,Galleria,71.84,77.5827929556626,10
tea,Walmart,65.708,71.45079295566259,5
drink,Metro,75.24,80.98279295566259,6
drink,Galleria,49.134,54.87679295566259,5
drink,NoFrills,41.5,47.24279295566259,3
tea,NoFrills,57.913,63.655792955662584,10
drink,Walmart,63.719,69.46179295566259,11
tea,Galleria,49.606,55.34879295566259,6
tea,Walmart,89.443,95.18579295566259,7
tea,TandT,72.769,78.5117929556626,1
drink,NoFrills,19.18,26.553,4
tea,Metro,27.918,33.660792955662586,2
tea,Loblaws,32.05,37.792792955662584,5
tea,TandT,76.864,77.847,2
drink,Galleria,69.832,75.57479295566259,11
tea,Metro,21.106,19.737,4
drink,Metro,43.79,49.532792955662586,11
tea,Galleria,35.501,30.067,7
drink,Metro,15.793,21.53579295566259,1
tea,Metro,76.918,82.6607929556626,4
tea,Walmart,85.968,79.797,1
tea,TandT,47.5,53.24279295566259,9
tea,Loblaws,41.648,47.39079295566259,1
drink,Loblaws,22.098,16.11,8
drink,Galleria,42.86,48.602792955662586,3
tea,Galleria,54.755,56.732,3
tea,Walmart,17.166,22.90879295566259,10
drink,TandT,86.211,90.419,5
tea,TandT,10.811,18.714,7
drink,Walmart,53.596,59.33879295566258,7
drink,TandT,10.449,16.19179295566259,4
drink,Walmart,27.719,33.46179295566259,5
drink,NoFrills,85.977,91.7197929556626,4
drink,TandT,87.666,91.989,9
tea,Walmart,39.478,45.22079295566259,10
drink,NoFrills,41.636,47.37879295566259,4
drink,Walmart,81.593,87.3357929556626,12
drink,Walmart,58.68,64.42279295566259,9
drink,TandT,25.186,30.92879295566259,3
drink,TandT,74.648,80.39079295566259,4
drink,Galleria,40.132,45.874792955662585,8
drink,Walmart,39.568,45.310792955662585,4
drink,Loblaws,26.082,32.358,12
drink,Walmart,73.559,79.30179295566259,5
tea,TandT,41.921,47.663792955662586,7
drink,Walmart,27.407,33.14979295566259,9
drink,Galleria,65.85,71.59279295566259,6
drink,TandT,20.021,19.147,6
tea,Metro,64.472,70.21479295566259,9
drink,Galleria,63.776,69.51879295566259,10
drink,Loblaws,71.035,76.77779295566259,5
tea,Metro,23.224,28.96679295566259,8
tea,Galleria,6.743,12.485792955662589,7
drink,TandT,14.752,20.49479295566259,11
tea,Galleria,3.341,9.08379295566259,4
drink,Loblaws,32.203,37.94579295566259,10
tea,Metro,88.882,85.29,12
drink,Walmart,74.546,80.2887929556626,11
drink,NoFrills,44.575,50.31779295566259,1
tea,Galleria,3.796,9.53879295566259,6
tea,Walmart,6.962,12.70479295566259,5
tea,Loblaws,34.277,40.01979295566259,7
tea,Metro,9.271,18.624,9
drink,Galleria,23.226,28.96879295566259,6
tea,Galleria,76.278,67.174,8
tea,Loblaws,56.282,62.02479295566258,2
tea,Galleria,8.81,14.55279295566259,4
tea,Metro,0.946,6.688792955662589,3
drink,Loblaws,19.426,25.16879295566259,9
drink,NoFrills,12.575,18.31779295566259,11
drink,Metro,14.322,20.06479295566259,7
drink,NoFrills,55.409,61.151792955662586,12
tea,Metro,71.444,77.1867929556626,11
tea,Walmart,5.678,11.42079295566259,10
tea,Metro,10.983,1.305,4
drink,TandT,44.544,50.286792955662584,7
drink,Loblaws,77.259,83.0017929556626,4
drink,Metro,24.92,30.662792955662592,1
tea,Metro,45.546,48.538,3
tea,NoFrills,23.581,29.32379295566259,8
tea,NoFrills,3.674,9.41679295566259,12
drink,Metro,24.429,28.979,9
tea,Walmart,81.763,87.5057929556626,6
tea,Galleria,20.275,26.01779295566259,7
drink,Galleria,12.485,18.22779295566259,11
tea,Galleria,40.666,45.4,12
drink,Galleria,27.7,33.44279295566259,10
tea,Galleria,66.371,63.796,6
drink,TandT,73.724,79.4667929556626,4
drink,NoFrills,43.568,49.310792955662585,1
drink,NoFrills,1.629,7.37179295566259,4
tea,Galleria,20.767,26.50979295566259,3
tea,Loblaws,39.019,44.761792955662585,8
drink,Galleria,45.254,50.996792955662585,1
drink,Loblaws,65.495,71.2377929556626,7
drink,Galleria,72.539,80.505,11
drink,Loblaws,41.738,47.48079295566259,5
tea,Loblaws,77.667,73.554,7
drink,Walmart,38.855,44.597792955662584,3
tea,Metro,53.04,58.782792955662586,10
tea,Loblaws,62.043,67.78579295566259,9
tea,Galleria,73.944,79.6867929556626,5
tea,Walmart,19.329,25.07179295566259,4
drink,TandT,8.885,14.627792955662589,11
tea,TandT,30.265,36.00779295566259,1
drink,NoFrills,68.979,74.7217929556626,9
tea,Walmart,72.738,78.4807929556626,1
drink,Loblaws,83.63,89.37279295566259,4
tea,Metro,10.404,16.14679295566259,3
drink,NoFrills,73.252,65.23,11
tea,TandT,82.354,81.914,1
drink,Loblaws,4.008,9.75079295566259,2
drink,Walmart,55.145,60.88779295566259,5
tea,TandT,44.25,49.99279295566259,3
drink,Galleria,3.684,9.42679295566259,7
tea,Walmart,49.619,55.36179295566259,2
drink,Galleria,57.823,63.56579295566259,9
tea,NoFrills,36.34,42.08279295566259,9
drink,Metro,62.685,68.4277929556626,12
drink,Loblaws,42.583,48.325792955662585,6
tea,TandT,24.494,30.23679295566259,11
tea,Loblaws,22.712,28.45479295566259,1
drink,NoFrills,67.096,73.944,4
tea,TandT,81.71,82.066,9
drink,Metro,29.854,36.362,12
drink,Metro,30.938,36.68079295566259,6
tea,Loblaws,84.317,90.05979295566259,11
drink,Galleria,24.702,30.444792955662592,12
tea,NoFrills,64.316,70.0587929556626,1
drink,Walmart,87.024,92.7667929556626,6
tea,Loblaws,12.56,18.30279295566259,1
tea,Galleria,72.408,78.1507929556626,3
tea,Metro,63.964,69.70679295566259,10
drink,NoFrills,35.116,40.85879295566259,3
drink,Galleria,34.507,40.249792955662585,1
tea,TandT,81.803,87.54579295566259,4
tea,TandT,84.384,90.1267929556626,10
drink,Loblaws,67.238,72.9807929556626,11
drink,Galleria,18.97,23.941,3
tea,Walmart,33.349,27.578,7
drink,Galleria,39.536,45.27879295566259,1
tea,Galleria,82.699,88.44179295566259,10
tea,Galleria,87.339,77.577,9
tea,Loblaws,12.049,17.79179295566259,1
drink,Metro,78.097,83.83979295566259,11
drink,Galleria,70.517,76.25979295566259,2
tea,Galleria,24.743,30.48579295566259,4
tea,Walmart,58.892,64.63479295566259,3
tea,Walmart,85.563,76.224,11
drink,Loblaws,74.693,80.43579295566259,11
tea,Metro,69.523,75.26579295566259,7
drink,TandT,15.145,20.88779295566259,7
tea,Galleria,44.412,35.485,12
drink,Metro,79.585,85.32779295566259,5
tea,Loblaws,80.593,86.3357929556626,5
tea,Galleria,12.146,12.552,8
drink,TandT,26.927,32.66979295566259,7
tea,Galleria,59.492,65.23479295566258,7
drink,Loblaws,25.692,31.43479295566259,6
tea,Walmart,66.666,60.977,1
tea,Galleria,21.231,26.973792955662592,4
drink,Galleria,5.561,11.30379295566259,4
drink,Galleria,10.797,20.458,5
drink,Metro,82.593,88.3357929556626,5
tea,Galleria,31.816,37.55879295566259,6
tea,TandT,5.554,11.296792955662589,7
drink,NoFrills,64.548,70.2907929556626,5
drink,NoFrills,51.189,56.93179295566259,9
tea,NoFrills,22.952,28.694792955662592,1
tea,NoFrills,76.199,81.94179295566259,3
drink,Walmart,12.559,18.301792955662588,2
tea,Walmart,48.223,53.965792955662586,9
tea,Galleria,84.969,90.71179295566259,6
tea,NoFrills,59.459,65.2017929556626,2
tea,Metro,34.418,41.837,8
